index,Date,Amount,Amount_log,Day,Month,Year,Weekday,Is_Weekend,Quarter,Days_Since_First,City_Freq,Card Type_Freq,Exp Type_Freq
25167,2013-11-10,113065.0,11.635726997987977,10,11,2013,6,1,4,37,749,6447,5257
7133,2013-11-10,110941.0,11.616762821209482,10,11,2013,6,1,4,37,3491,6398,5257
23614,2013-11-10,285531.0,12.5621093858603,10,11,2013,6,1,4,37,752,6447,5257
3174,2013-11-10,291608.0,12.583169142837882,10,11,2013,6,1,4,37,3491,6398,4762
4497,2013-11-10,51185.0,10.84322133613675,10,11,2013,6,1,4,37,3482,6398,4762
9501,2013-11-10,77784.0,11.261703889521222,10,11,2013,6,1,4,37,3552,6367,5078
10454,2013-11-10,199538.0,12.20376498492843,10,11,2013,6,1,4,37,3493,6840,4762
5911,2013-11-10,26796.0,10.196045219934655,10,11,2013,6,1,4,37,3552,6447,5463
24010,2013-11-10,202441.0,12.218208704749673,10,11,2013,6,1,4,37,759,6447,5257
17402,2013-11-10,213571.0,12.271729291333315,10,11,2013,6,1,4,37,9,6840,4754
17936,2013-11-10,248561.0,12.423447590381516,10,11,2013,6,1,4,37,4,6447,5463
17433,2013-11-10,81446.0,11.30770778093934,10,11,2013,6,1,4,37,5,6367,4754
1808,2013-11-10,163200.0,12.002737848944353,10,11,2013,6,1,4,37,3491,6367,5078
21968,2013-11-10,73348.0,11.202984150213029,10,11,2013,6,1,4,37,749,6840,5257
9085,2013-11-10,148313.0,11.907086926907,10,11,2013,6,1,4,37,3491,6447,5257
19753,2013-11-10,176620.0,12.081761472879712,10,11,2013,6,1,4,37,4,6447,5257
6645,2013-11-10,44633.0,10.706251179419397,10,11,2013,6,1,4,37,3491,6840,4762
21606,2013-11-10,79070.0,11.278101462006626,10,11,2013,6,1,4,37,749,6447,4754
23813,2013-11-10,200253.0,12.207341839762318,10,11,2013,6,1,4,37,764,6367,5078
3952,2013-11-10,230422.0,12.34767202921044,10,11,2013,6,1,4,37,3482,6367,4762
7699,2013-11-10,81671.0,11.31046650484885,10,11,2013,6,1,4,37,3493,6447,5463
21319,2013-11-11,17335.0,9.760540543216194,11,11,2013,0,0,4,38,764,6367,5257
23093,2013-11-11,279258.0,12.539894945597416,11,11,2013,0,0,4,38,784,6398,5078
5063,2013-11-11,258034.0,12.460850513617643,11,11,2013,0,0,4,38,3482,6367,5257
398,2013-11-11,157982.0,11.970242711283644,11,11,2013,0,0,4,38,3482,6840,5078
609,2013-11-11,108079.0,11.59062697263408,11,11,2013,0,0,4,38,3552,6398,5463
15567,2013-11-11,169530.0,12.040791079935603,11,11,2013,0,0,4,38,6,6367,4754
5427,2013-11-11,177645.0,12.087548085012171,11,11,2013,0,0,4,38,3552,6398,4754
14157,2013-11-11,297574.0,12.60342157303608,11,11,2013,0,0,4,38,5,6398,4762
2486,2013-11-11,166241.0,12.02119983705953,11,11,2013,0,0,4,38,3491,6840,5257
21146,2013-11-11,32140.0,10.377887752684266,11,11,2013,0,0,4,38,784,6398,5463
22299,2013-11-11,258573.0,12.462937198888628,11,11,2013,0,0,4,38,773,6398,4754
20056,2013-11-11,19754.0,9.891161902845491,11,11,2013,0,0,4,38,774,6398,5463
20525,2013-11-11,147983.0,11.90485943879404,11,11,2013,0,0,4,38,749,6367,4762
2797,2013-11-11,236181.0,12.372357973236957,11,11,2013,0,0,4,38,3491,6447,5463
25711,2013-11-11,112795.0,11.633336156424432,11,11,2013,0,0,4,38,752,6447,738
7565,2013-11-11,217818.0,12.291419721672488,11,11,2013,0,0,4,38,3552,6367,5463
18301,2013-11-11,167662.0,12.029711291387365,11,11,2013,0,0,4,38,8,6840,5078
13536,2013-11-11,74559.0,11.219359449359471,11,11,2013,0,0,4,38,3482,6398,5257
17544,2013-11-11,231197.0,12.351029765223911,11,11,2013,0,0,4,38,6,6398,4754
25279,2013-11-11,93626.0,11.447074082407116,11,11,2013,0,0,4,38,759,6367,5257
1534,2013-11-11,53169.0,10.881249606498384,11,11,2013,0,0,4,38,3491,6367,5463
22461,2013-11-11,17169.0,9.75091895389152,11,11,2013,0,0,4,38,749,6398,5257
23953,2013-11-11,11469.0,9.347490210123416,11,11,2013,0,0,4,38,752,6367,5257
16226,2013-11-11,49816.0,10.81611157022266,11,11,2013,0,0,4,38,7,6398,5257
15379,2013-11-11,273502.0,12.519067869705404,11,11,2013,0,0,4,38,4,6367,4762
9725,2013-11-11,129660.0,11.772678631178035,11,11,2013,0,0,4,38,3493,6447,5257
19398,2013-11-11,117361.0,11.673018454253116,11,11,2013,0,0,4,38,6,6398,4762
10951,2013-11-11,199805.0,12.205102174775728,11,11,2013,0,0,4,38,3482,6398,4754
19460,2013-11-11,116365.0,11.664495675391134,11,11,2013,0,0,4,38,8,6367,5078
13621,2013-11-11,107190.0,11.582367568870522,11,11,2013,0,0,4,38,3493,6840,4762
8617,2013-11-11,169496.0,12.040590506530966,11,11,2013,0,0,4,38,3491,6840,5463
6503,2013-11-11,156313.0,11.959622083735468,11,11,2013,0,0,4,38,3491,6447,5257
11161,2013-11-11,106334.0,11.574349766957228,11,11,2013,0,0,4,38,3482,6398,4754
9671,2013-11-11,264259.0,12.484688745968208,11,11,2013,0,0,4,38,3491,6447,4754
6478,2013-11-11,269809.0,12.505473286561138,11,11,2013,0,0,4,38,3552,6367,5257
17545,2013-11-11,209157.0,12.250845226198596,11,11,2013,0,0,4,38,8,6447,5257
22640,2013-11-11,35982.0,10.490801883683998,11,11,2013,0,0,4,38,764,6398,5257
19746,2013-11-11,109411.0,11.60287585216849,11,11,2013,0,0,4,38,7,6840,4754
14812,2013-11-11,231202.0,12.35105139147472,11,11,2013,0,0,4,38,7,6367,4762
24711,2013-11-12,31207.0,10.348429751186492,12,11,2013,1,0,4,39,759,6367,4754
14685,2013-11-12,7029.0,8.857941984804711,12,11,2013,1,0,4,39,11,6840,5078
18811,2013-11-12,217230.0,12.288716582456114,12,11,2013,1,0,4,39,13,6398,4754
1350,2013-11-12,8498.0,9.047703788498628,12,11,2013,1,0,4,39,3491,6367,5463
21251,2013-11-12,112602.0,11.631623637316824,12,11,2013,1,0,4,39,764,6840,5078
1545,2013-11-12,274032.0,12.521003816074344,12,11,2013,1,0,4,39,3482,6367,5463
22922,2013-11-12,204765.0,12.22962314274037,12,11,2013,1,0,4,39,759,6447,4754
7835,2013-11-12,155703.0,11.955712047922413,12,11,2013,1,0,4,39,3482,6367,4762
19253,2013-11-12,150534.0,11.92195089427315,12,11,2013,1,0,4,39,10,6398,5078
5536,2013-11-12,128597.0,11.764446538565188,12,11,2013,1,0,4,39,3491,6398,4762
9504,2013-11-12,183146.0,12.118044388056427,12,11,2013,1,0,4,39,3491,6398,5257
5875,2013-11-12,100951.0,11.522400435332749,12,11,2013,1,0,4,39,3482,6840,5257
7143,2013-11-12,261590.0,12.474537494303636,12,11,2013,1,0,4,39,3552,6367,4762
20295,2013-11-12,231002.0,12.350185976432588,12,11,2013,1,0,4,39,773,6398,4762
23473,2013-11-12,267368.0,12.49638500574021,12,11,2013,1,0,4,39,759,6447,4754
17337,2013-11-12,138871.0,11.841307924548383,12,11,2013,1,0,4,39,3,6398,5463
20380,2013-11-12,87513.0,11.37955405954707,12,11,2013,1,0,4,39,784,6367,4762
4144,2013-11-12,298215.0,12.605573335138306,12,11,2013,1,0,4,39,3491,6398,5463
21680,2013-11-12,115041.0,11.653052558061054,12,11,2013,1,0,4,39,749,6398,5078
21702,2013-11-12,285992.0,12.563722613977983,12,11,2013,1,0,4,39,759,6840,5257
22079,2013-11-12,186933.0,12.138510892361856,12,11,2013,1,0,4,39,759,6398,5078
22534,2013-11-12,227197.0,12.333577162973487,12,11,2013,1,0,4,39,759,6367,4754
17909,2013-11-12,120518.0,11.699562695831784,12,11,2013,1,0,4,39,7,6367,5078
23822,2013-11-12,71285.0,11.174455233686343,12,11,2013,1,0,4,39,764,6447,4762
22259,2013-11-12,100883.0,11.521726620923298,12,11,2013,1,0,4,39,784,6840,5257
21128,2013-11-12,77756.0,11.26134385814317,12,11,2013,1,0,4,39,759,6840,5463
14441,2013-11-12,52084.0,10.86063227841855,12,11,2013,1,0,4,39,10,6367,5257
20792,2013-11-12,19366.0,9.871325865727732,12,11,2013,1,0,4,39,749,6840,5078
10480,2013-11-12,247905.0,12.420804921038172,12,11,2013,1,0,4,39,3493,6447,5463
8092,2013-11-12,258709.0,12.463463022239567,12,11,2013,1,0,4,39,3491,6398,5078
12973,2013-11-12,248005.0,12.421208218402848,12,11,2013,1,0,4,39,3491,6367,5257
16540,2013-11-12,299885.0,12.611157681420044,12,11,2013,1,0,4,39,4,6447,5078
25823,2013-11-12,271925.0,12.513285249439887,12,11,2013,1,0,4,39,784,6447,738
24419,2013-11-12,137816.0,11.833681997151428,12,11,2013,1,0,4,39,764,6398,5078
21428,2013-11-12,283893.0,12.556356208035549,12,11,2013,1,0,4,39,749,6367,5078
19716,2013-11-12,296944.0,12.601302215450758,12,11,2013,1,0,4,39,6,6447,5463
2192,2013-11-12,107501.0,11.585264731027952,12,11,2013,1,0,4,39,3552,6447,5257
18016,2013-11-12,9122.0,9.118553976345474,12,11,2013,1,0,4,39,7,6367,5257
2183,2013-11-12,80172.0,11.291942078818346,12,11,2013,1,0,4,39,3491,6447,5257
24571,2013-11-12,191280.0,12.161498830056642,12,11,2013,1,0,4,39,764,6447,5463
9627,2013-11-12,184218.0,12.123880546235236,12,11,2013,1,0,4,39,3491,6840,5078
10861,2013-11-12,263028.0,12.480019571240732,12,11,2013,1,0,4,39,3491,6398,4762
3803,2013-11-13,8641.0,9.064389316491878,13,11,2013,2,0,4,40,3482,6447,4762
6168,2013-11-13,102673.0,11.539314199308132,13,11,2013,2,0,4,40,3552,6840,5257
7329,2013-11-13,110253.0,11.610542073830084,13,11,2013,2,0,4,40,3493,6840,4754
7366,2013-11-13,242118.0,12.397184619813714,13,11,2013,2,0,4,40,3482,6447,5257
3589,2013-11-13,135896.0,11.81965252484039,13,11,2013,2,0,4,40,3552,6447,5078
12610,2013-11-13,82279.0,11.317883343766894,13,11,2013,2,0,4,40,3493,6398,5463
12301,2013-11-13,11198.0,9.323579767582691,13,11,2013,2,0,4,40,3552,6398,5257
19002,2013-11-13,22889.0,10.038455412946613,13,11,2013,2,0,4,40,8,6398,5257
7161,2013-11-13,157554.0,11.967529882638685,13,11,2013,2,0,4,40,3552,6840,4754
11906,2013-11-13,292628.0,12.58666087407185,13,11,2013,2,0,4,40,3493,6367,5078
6069,2013-11-13,8239.0,9.016755622903515,13,11,2013,2,0,4,40,3482,6447,4754
25266,2013-11-13,136221.0,11.822041186819373,13,11,2013,2,0,4,40,773,6398,4754
109,2013-11-13,385574.9399999859,12.862493443506205,13,11,2013,2,0,4,40,3493,6447,5078
25321,2013-11-13,121709.0,11.709396444868602,13,11,2013,2,0,4,40,749,6447,738
572,2013-11-13,162813.0,12.000363723939207,13,11,2013,2,0,4,40,3482,6840,5463
19813,2013-11-13,172156.0,12.05616213015317,13,11,2013,2,0,4,40,2,6367,5463
23333,2013-11-13,271721.0,12.51253476379633,13,11,2013,2,0,4,40,759,6840,4754
22123,2013-11-13,18892.0,9.846546762073318,13,11,2013,2,0,4,40,774,6447,4754
25264,2013-11-13,152767.0,11.936675709698502,13,11,2013,2,0,4,40,773,6840,5463
3810,2013-11-13,83674.0,11.334695526079528,13,11,2013,2,0,4,40,3493,6398,5257
25987,2013-11-13,3825.59,8.249729346161542,13,11,2013,2,0,4,40,784,6367,738
11034,2013-11-13,84335.0,11.342564099094988,13,11,2013,2,0,4,40,3552,6398,4762
15549,2013-11-13,55521.0,10.924534617586628,13,11,2013,2,0,4,40,10,6367,4762
15621,2013-11-13,98506.0,11.49788289062496,13,11,2013,2,0,4,40,7,6398,5463
10656,2013-11-13,49091.0,10.801451367717398,13,11,2013,2,0,4,40,3493,6840,5257
13729,2013-11-13,110331.0,11.611249281025923,13,11,2013,2,0,4,40,3491,6447,5078
7593,2013-11-13,221807.0,12.309567421778157,13,11,2013,2,0,4,40,3552,6840,5078
21446,2013-11-13,156033.0,11.95782921120225,13,11,2013,2,0,4,40,749,6447,5078
21448,2013-11-13,229948.0,12.345612824187144,13,11,2013,2,0,4,40,747,6840,5078
24927,2013-11-13,63191.0,11.053932989844254,13,11,2013,2,0,4,40,749,6840,4762
25034,2013-11-13,278532.0,12.537291823250868,13,11,2013,2,0,4,40,764,6447,5463
21796,2013-11-13,41338.0,10.629561643296354,13,11,2013,2,0,4,40,749,6840,5078
9746,2013-11-13,192593.0,12.168339625212932,13,11,2013,2,0,4,40,3491,6367,5463
7616,2013-11-13,145391.0,11.887188821935128,13,11,2013,2,0,4,40,3552,6447,5078
8020,2013-11-13,135718.0,11.818341850760206,13,11,2013,2,0,4,40,3552,6447,4762
4786,2013-11-13,239149.0,12.384846249108444,13,11,2013,2,0,4,40,3493,6367,4754
21788,2013-11-13,148192.0,11.906270757260302,13,11,2013,2,0,4,40,774,6398,5078
23844,2013-11-13,270366.0,12.507535574283168,13,11,2013,2,0,4,40,752,6840,5257
26011,2013-11-13,52609.0,10.870661494724851,13,11,2013,2,0,4,40,759,6447,738
7770,2013-11-13,192450.0,12.167596854853238,13,11,2013,2,0,4,40,3493,6367,4762
15044,2013-11-13,47136.0,10.760813534244376,13,11,2013,2,0,4,40,6,6447,5463
684,2013-11-13,148769.0,11.910156768151287,13,11,2013,2,0,4,40,3552,6447,5463
19199,2013-11-13,26802.0,10.196269100532607,13,11,2013,2,0,4,40,5,6398,4762
17531,2013-11-13,11328.0,9.335121088873487,13,11,2013,2,0,4,40,6,6398,4762
4302,2013-11-13,135802.0,11.818960585173476,13,11,2013,2,0,4,40,3552,6398,4762
9221,2013-11-13,10036.0,9.2140335438138,13,11,2013,2,0,4,40,3552,6367,5463
5741,2013-11-13,152771.0,11.936701892849646,13,11,2013,2,0,4,40,3482,6447,5257
2361,2013-11-13,129001.0,11.767583187099596,13,11,2013,2,0,4,40,3552,6447,5257
2876,2013-11-13,260146.0,12.469002134843386,13,11,2013,2,0,4,40,3493,6840,4762
12773,2013-11-13,121023.0,11.70374415201813,13,11,2013,2,0,4,40,3491,6447,5078
3995,2013-11-13,267161.0,12.495610494962172,13,11,2013,2,0,4,40,3482,6367,5463
2707,2013-11-13,204415.0,12.22791241213463,13,11,2013,2,0,4,40,3491,6840,4754
25626,2013-11-13,292166.0,12.585080835575978,13,11,2013,2,0,4,40,749,6367,738
23924,2013-11-13,85156.0,11.35225189058042,13,11,2013,2,0,4,40,784,6398,4762
3426,2013-11-13,249756.0,12.42824372414605,13,11,2013,2,0,4,40,3552,6447,4754
6174,2013-11-14,16523.0,9.712569148516655,14,11,2013,3,0,4,41,3491,6367,5257
18327,2013-11-14,131460.0,11.786465508665252,14,11,2013,3,0,4,41,6,6447,4762
2624,2013-11-14,173103.0,12.061647848927354,14,11,2013,3,0,4,41,3552,6367,5257
16104,2013-11-14,55069.0,10.916360382256528,14,11,2013,3,0,4,41,6,6447,4762
9241,2013-11-14,63448.0,11.057991712577044,14,11,2013,3,0,4,41,3552,6367,5257
19273,2013-11-14,94203.0,11.453217922507944,14,11,2013,3,0,4,41,19,6398,5463
11806,2013-11-14,46898.0,10.755751632245437,14,11,2013,3,0,4,41,3482,6367,5078
12979,2013-11-14,132174.0,11.791882081103653,14,11,2013,3,0,4,41,3552,6367,4762
14020,2013-11-14,132784.0,11.796486557837706,14,11,2013,3,0,4,41,7,6840,4762
11327,2013-11-14,90886.0,11.41737225563662,14,11,2013,3,0,4,41,3552,6367,5078
16261,2013-11-14,118433.0,11.682111122371042,14,11,2013,3,0,4,41,3,6367,4762
2839,2013-11-14,107325.0,11.583626210542947,14,11,2013,3,0,4,41,3552,6447,5078
12702,2013-11-14,56745.0,10.946340448277995,14,11,2013,3,0,4,41,3493,6840,4754
13537,2013-11-14,126931.0,11.751406788974387,14,11,2013,3,0,4,41,3552,6840,5463
20280,2013-11-14,266753.0,12.494082164365537,14,11,2013,3,0,4,41,759,6398,5078
18350,2013-11-14,197237.0,12.192166400355603,14,11,2013,3,0,4,41,10,6367,4754
5746,2013-11-14,167054.0,12.02607837849531,14,11,2013,3,0,4,41,3552,6840,4754
25114,2013-11-14,299664.0,12.61042046303492,14,11,2013,3,0,4,41,752,6447,5257
14021,2013-11-14,222503.0,12.312700357954927,14,11,2013,3,0,4,41,8,6367,4754
6276,2013-11-14,151870.0,11.930786755281554,14,11,2013,3,0,4,41,3491,6447,5463
12053,2013-11-14,26101.0,10.169767218727474,14,11,2013,3,0,4,41,3493,6367,5078
962,2013-11-14,170980.0,12.049307718200389,14,11,2013,3,0,4,41,3491,6840,5463
11106,2013-11-14,49745.0,10.814685337344274,14,11,2013,3,0,4,41,3493,6398,5463
24913,2013-11-14,125611.0,11.74095306985372,14,11,2013,3,0,4,41,747,6840,5078
14917,2013-11-14,39447.0,10.582738627903964,14,11,2013,3,0,4,41,5,6398,4754
5852,2013-11-14,170975.0,12.049278474757498,14,11,2013,3,0,4,41,3491,6447,5257
9226,2013-11-14,9536.0,9.162934249578912,14,11,2013,3,0,4,41,3491,6367,5463
8593,2013-11-14,264294.0,12.484821182517106,14,11,2013,3,0,4,41,3482,6398,5257
3146,2013-11-14,27102.0,10.207399701847889,14,11,2013,3,0,4,41,3491,6367,4754
14099,2013-11-14,237933.0,12.379748603271455,14,11,2013,3,0,4,41,8,6447,4762
9930,2013-11-14,102120.0,11.53391366370857,14,11,2013,3,0,4,41,3493,6398,4754
9301,2013-11-14,160452.0,11.985756343776734,14,11,2013,3,0,4,41,3493,6367,5257
14538,2013-11-14,246770.0,12.416216060057364,14,11,2013,3,0,4,41,3,6367,5257
13135,2013-11-14,94712.0,11.458606545359917,14,11,2013,3,0,4,41,3552,6447,4762
21454,2013-11-14,172194.0,12.056382834549568,14,11,2013,3,0,4,41,764,6840,5257
18167,2013-11-15,295602.0,12.596772616854482,15,11,2013,4,0,4,42,10,6840,4754
19706,2013-11-15,228837.0,12.340769608613456,15,11,2013,4,0,4,42,8,6398,5463
2937,2013-11-15,104541.0,11.557344183516854,15,11,2013,4,0,4,42,3491,6398,4762
14667,2013-11-15,132923.0,11.797532815304931,15,11,2013,4,0,4,42,5,6447,4754
23414,2013-11-15,63381.0,11.056935188442845,15,11,2013,4,0,4,42,749,6840,4754
9193,2013-11-15,215710.0,12.281694827831709,15,11,2013,4,0,4,42,3493,6447,5078
20905,2013-11-15,6619.0,8.797850648931053,15,11,2013,4,0,4,42,764,6367,4754
4329,2013-11-15,120278.0,11.69756932313375,15,11,2013,4,0,4,42,3482,6367,5463
8394,2013-11-15,120617.0,11.700383805869336,15,11,2013,4,0,4,42,3491,6447,4762
8388,2013-11-15,167567.0,12.029144518012927,15,11,2013,4,0,4,42,3493,6840,4762
17732,2013-11-15,43459.0,10.67959625381042,15,11,2013,4,0,4,42,7,6398,4762
17795,2013-11-15,30197.0,10.315530976004416,15,11,2013,4,0,4,42,9,6398,5257
10139,2013-11-15,60358.0,11.00806534548146,15,11,2013,4,0,4,42,3552,6840,5257
12171,2013-11-15,41147.0,10.62493060225092,15,11,2013,4,0,4,42,3552,6447,5257
1056,2013-11-15,240107.0,12.388844101104493,15,11,2013,4,0,4,42,3552,6840,5078
20218,2013-11-15,24332.0,10.099588732738454,15,11,2013,4,0,4,42,752,6398,5078
9586,2013-11-15,167368.0,12.027956234703431,15,11,2013,4,0,4,42,3493,6447,5078
15307,2013-11-15,80891.0,11.30087021064144,15,11,2013,4,0,4,42,7,6367,4754
16220,2013-11-15,245230.0,12.40995590245912,15,11,2013,4,0,4,42,3,6840,4754
16058,2013-11-15,72552.0,11.19207260824997,15,11,2013,4,0,4,42,5,6447,4754
16634,2013-11-15,153032.0,11.938408863392144,15,11,2013,4,0,4,42,5,6398,5463
18368,2013-11-15,102062.0,11.533345548659792,15,11,2013,4,0,4,42,5,6398,4754
6672,2013-11-15,88947.0,11.395807208299322,15,11,2013,4,0,4,42,3493,6398,5078
12983,2013-11-15,159334.0,11.978764183001822,15,11,2013,4,0,4,42,3493,6447,5078
7684,2013-11-15,84608.0,11.345795922914771,15,11,2013,4,0,4,42,3552,6447,5463
15666,2013-11-15,216798.0,12.286725935990864,15,11,2013,4,0,4,42,8,6367,4754
15979,2013-11-15,234488.0,12.365163957452676,15,11,2013,4,0,4,42,5,6398,5257
15680,2013-11-15,190048.0,12.155037212630337,15,11,2013,4,0,4,42,11,6367,4762
17124,2013-11-15,278045.0,12.535541846610416,15,11,2013,4,0,4,42,8,6398,5078
12964,2013-11-15,270330.0,12.507402413072832,15,11,2013,4,0,4,42,3482,6398,4762
15964,2013-11-15,230821.0,12.349402129697276,15,11,2013,4,0,4,42,9,6367,5463
23562,2013-11-15,159092.0,11.977244215872105,15,11,2013,4,0,4,42,784,6398,5463
10389,2013-11-15,179275.0,12.09668179675781,15,11,2013,4,0,4,42,3482,6367,4762
11709,2013-11-15,199318.0,12.202661835324758,15,11,2013,4,0,4,42,3493,6398,5463
21209,2013-11-15,119458.0,11.690728495248411,15,11,2013,4,0,4,42,752,6447,4754
14478,2013-11-15,7031.0,8.858226439365012,15,11,2013,4,0,4,42,7,6367,5257
23526,2013-11-15,178287.0,12.091155499286836,15,11,2013,4,0,4,42,747,6367,5463
11530,2013-11-15,141367.0,11.859121698487892,15,11,2013,4,0,4,42,3482,6398,5463
2721,2013-11-15,50110.0,10.821995823851235,15,11,2013,4,0,4,42,3482,6447,5078
4173,2013-11-15,139208.0,11.843731679964815,15,11,2013,4,0,4,42,3493,6447,4754
3219,2013-11-15,12909.0,9.465757483840688,15,11,2013,4,0,4,42,3552,6398,5078
2736,2013-11-15,163790.0,12.006346503836626,15,11,2013,4,0,4,42,3493,6447,4762
1289,2013-11-15,237899.0,12.37960569629105,15,11,2013,4,0,4,42,3493,6367,5463
3308,2013-11-15,279816.0,12.541891097051904,15,11,2013,4,0,4,42,3552,6367,4754
6412,2013-11-15,21971.0,9.99752419446251,15,11,2013,4,0,4,42,3552,6367,5463
7732,2013-11-15,95725.0,11.46924522288273,15,11,2013,4,0,4,42,3491,6840,4762
23196,2013-11-15,228963.0,12.341320064938165,15,11,2013,4,0,4,42,773,6447,4762
16688,2013-11-15,31762.0,10.366057369338442,15,11,2013,4,0,4,42,10,6367,4762
19399,2013-11-15,225604.0,12.32654096148101,15,11,2013,4,0,4,42,6,6367,5463
1719,2013-11-15,35473.0,10.476555312765532,15,11,2013,4,0,4,42,3491,6447,5257
14092,2013-11-15,53858.0,10.894124799538938,15,11,2013,4,0,4,42,4,6367,5257
16685,2013-11-15,201750.0,12.214789542749402,15,11,2013,4,0,4,42,9,6367,5078
2954,2013-11-16,244144.0,12.405517590066506,16,11,2013,5,1,4,43,3482,6398,4754
7833,2013-11-16,162688.0,11.999595681825037,16,11,2013,5,1,4,43,3552,6367,4754
2949,2013-11-16,119631.0,11.692175643239697,16,11,2013,5,1,4,43,3552,6398,5078
20471,2013-11-16,267156.0,12.495591779550592,16,11,2013,5,1,4,43,752,6447,4754
17807,2013-11-16,205074.0,12.231131044870953,16,11,2013,5,1,4,43,4,6840,4762
16906,2013-11-16,215061.0,12.278681637631584,16,11,2013,5,1,4,43,5,6840,4754
23406,2013-11-16,238991.0,12.384185357550074,16,11,2013,5,1,4,43,749,6447,5257
2263,2013-11-16,290188.0,12.57828771382064,16,11,2013,5,1,4,43,3493,6367,5257
10897,2013-11-16,71323.0,11.174988155653937,16,11,2013,5,1,4,43,3482,6367,5078
2294,2013-11-16,137104.0,11.828502334615523,16,11,2013,5,1,4,43,3552,6447,5257
3367,2013-11-16,202325.0,12.217635536894626,16,11,2013,5,1,4,43,3482,6447,4754
16796,2013-11-16,150441.0,11.921332906832516,16,11,2013,5,1,4,43,5,6447,5257
11765,2013-11-16,130645.0,11.780246654330057,16,11,2013,5,1,4,43,3491,6398,4762
11260,2013-11-16,59543.0,10.994470814039747,16,11,2013,5,1,4,43,3482,6447,5078
25639,2013-11-16,214661.0,12.276819977051648,16,11,2013,5,1,4,43,773,6447,738
7720,2013-11-16,176707.0,12.082253931759444,16,11,2013,5,1,4,43,3482,6367,5463
22609,2013-11-16,68379.0,11.132835663193292,16,11,2013,5,1,4,43,749,6447,5078
23168,2013-11-16,9999.0,9.210340371976184,16,11,2013,5,1,4,43,759,6398,5463
14601,2013-11-16,212337.0,12.265934623666656,16,11,2013,5,1,4,43,9,6398,4762
18583,2013-11-16,191027.0,12.160175293143135,16,11,2013,5,1,4,43,3552,6398,5257
13075,2013-11-16,231000.0,12.35017731849889,16,11,2013,5,1,4,43,3482,6367,5257
13530,2013-11-16,232578.0,12.356985231241952,16,11,2013,5,1,4,43,3491,6367,5463
4837,2013-11-16,101110.0,11.523974202255111,16,11,2013,5,1,4,43,3491,6840,4762
6234,2013-11-16,202981.0,12.220872584141771,16,11,2013,5,1,4,43,3493,6447,4762
9372,2013-11-16,219821.0,12.3005734069347,16,11,2013,5,1,4,43,3482,6367,4762
16336,2013-11-16,184032.0,12.122870368336311,16,11,2013,5,1,4,43,6,6840,4762
15752,2013-11-16,220821.0,12.305112226102732,16,11,2013,5,1,4,43,7,6840,5257
10049,2013-11-16,118632.0,11.6837899730482,16,11,2013,5,1,4,43,3552,6398,5257
16076,2013-11-16,161925.0,11.994894719730674,16,11,2013,5,1,4,43,7,6840,5463
18514,2013-11-16,243550.0,12.403081645159332,16,11,2013,5,1,4,43,6,6840,4754
21696,2013-11-16,177601.0,12.08730037073806,16,11,2013,5,1,4,43,752,6398,5463
15856,2013-11-16,29392.0,10.288511829739509,16,11,2013,5,1,4,43,5,6398,5463
3694,2013-11-16,84568.0,11.345323048182294,16,11,2013,5,1,4,43,3552,6840,5257
22398,2013-11-16,64018.0,11.066935193283143,16,11,2013,5,1,4,43,773,6840,5078
12618,2013-11-16,178548.0,12.09261835233483,16,11,2013,5,1,4,43,3552,6367,5078
16056,2013-11-16,50367.0,10.827111331777076,16,11,2013,5,1,4,43,3,6398,5257
24992,2013-11-16,72538.0,11.191879627244216,16,11,2013,5,1,4,43,764,6367,5257
19138,2013-11-17,72537.0,11.191865841461494,17,11,2013,6,1,4,44,10,6367,5463
8167,2013-11-17,125116.0,11.737004578509588,17,11,2013,6,1,4,44,3491,6398,4754
20589,2013-11-17,49788.0,10.815549355080249,17,11,2013,6,1,4,44,774,6398,5078
10995,2013-11-17,31560.0,10.359677460135904,17,11,2013,6,1,4,44,3493,6367,5463
3090,2013-11-17,88709.0,11.393127901514632,17,11,2013,6,1,4,44,3552,6398,4762
20090,2013-11-17,137732.0,11.833072307421055,17,11,2013,6,1,4,44,774,6447,4754
7936,2013-11-17,121056.0,11.70401678803834,17,11,2013,6,1,4,44,3491,6840,4762
6281,2013-11-17,220141.0,12.30202807166376,17,11,2013,6,1,4,44,3491,6840,5463
24113,2013-11-17,10563.0,9.265207273417024,17,11,2013,6,1,4,44,784,6840,4754
9582,2013-11-17,26752.0,10.194401895568577,17,11,2013,6,1,4,44,3491,6447,4754
20755,2013-11-17,165569.0,12.017149345101656,17,11,2013,6,1,4,44,784,6840,5463
12496,2013-11-17,154715.0,11.949346457198835,17,11,2013,6,1,4,44,3493,6367,4762
20628,2013-11-17,118995.0,11.686845158083344,17,11,2013,6,1,4,44,759,6367,5078
24139,2013-11-17,157592.0,11.96777103917583,17,11,2013,6,1,4,44,764,6447,5463
12126,2013-11-17,137266.0,11.829683213268051,17,11,2013,6,1,4,44,3482,6840,5463
6192,2013-11-17,38329.0,10.5539881583746,17,11,2013,6,1,4,44,3552,6840,5463
17307,2013-11-17,221464.0,12.308019842437854,17,11,2013,6,1,4,44,4,6367,5257
11474,2013-11-17,258425.0,12.46236466502386,17,11,2013,6,1,4,44,3482,6840,4754
