index,City,Date,Card Type,Exp Type,Gender,Amount,Amount_log
4792,"Bengaluru, India",21-Dec-13,Platinum,Entertainment,M,199288.0,12.20251131150157
4793,"Delhi, India",11-Mar-14,Platinum,Food,F,56606.0,10.943887931455823
4794,"Ahmedabad, India",11-May-14,Signature,Entertainment,M,288843.0,12.573642028966667
4795,"Delhi, India",4-May-14,Gold,Fuel,F,178701.0,12.093474893026691
4796,"Bengaluru, India",3-May-15,Platinum,Food,M,223404.0,12.31674154674547
4797,"Delhi, India",11-May-15,Signature,Food,M,292980.0,12.587863039480203
4798,"Bengaluru, India",24-Apr-15,Gold,Food,F,224782.0,12.322890771366326
4799,"Bengaluru, India",2-Jul-14,Gold,Entertainment,M,27267.0,10.213469132482675
4800,"Ahmedabad, India",15-Dec-14,Silver,Bills,F,279110.0,12.539364831144756
4801,"Delhi, India",8-Aug-14,Silver,Food,M,148733.0,11.909914754597349
4802,"Delhi, India",25-Sep-14,Silver,Food,F,130664.0,11.780392074921101
4803,"Greater Mumbai, India",31-Oct-14,Signature,Entertainment,F,43616.0,10.683202261599535
4804,"Delhi, India",4-Jan-15,Silver,Food,M,254028.0,12.445203712711754
4805,"Bengaluru, India",24-Apr-15,Gold,Grocery,F,3825.59,8.249729346161542
4806,"Bengaluru, India",12-Oct-13,Platinum,Entertainment,M,193522.0,12.173151647437416
4807,"Bengaluru, India",7-Aug-14,Signature,Fuel,M,292066.0,12.584738506985117
4808,"Ahmedabad, India",29-Jul-14,Silver,Entertainment,M,270301.0,12.507295131423255
4809,"Bengaluru, India",5-Feb-15,Signature,Entertainment,M,23826.0,10.07857467043465
4810,"Bengaluru, India",7-May-15,Gold,Fuel,F,167615.0,12.029430927867384
4811,"Delhi, India",2-Mar-14,Silver,Entertainment,M,193906.0,12.175133941662148
4812,"Delhi, India",18-Aug-14,Platinum,Food,F,244981.0,12.408940017440102
4813,"Ahmedabad, India",11-Mar-14,Silver,Food,F,44908.0,10.712393499078143
4814,"Greater Mumbai, India",19-Oct-14,Silver,Food,F,227797.0,12.336214550325423
4815,"Bengaluru, India",18-Aug-14,Platinum,Bills,F,288011.0,12.570757424916717
4816,"Greater Mumbai, India",12-Mar-15,Silver,Entertainment,F,258791.0,12.463779929230018
4817,"Delhi, India",28-Dec-13,Silver,Bills,M,263323.0,12.481140492109
4818,"Delhi, India",17-Mar-14,Signature,Grocery,M,203094.0,12.221429128850863
4819,"Greater Mumbai, India",5-Mar-15,Gold,Food,M,45106.0,10.71679272408986
4820,"Bengaluru, India",26-Jul-14,Silver,Grocery,F,18351.0,9.817493839369153
4821,"Greater Mumbai, India",12-Oct-13,Signature,Entertainment,F,37103.0,10.521480059495312
4822,"Bengaluru, India",13-Mar-14,Silver,Food,F,141036.0,11.856777546283988
4823,"Greater Mumbai, India",21-Dec-13,Gold,Bills,F,40116.0,10.59955546360705
4824,"Greater Mumbai, India",23-Dec-13,Signature,Food,M,212380.0,12.266137110488046
4825,"Ahmedabad, India",21-Mar-15,Silver,Bills,M,174230.0,12.06813728394017
4826,"Greater Mumbai, India",29-Mar-15,Platinum,Fuel,F,109583.0,11.604446657437686
4827,"Bengaluru, India",6-Jan-14,Gold,Fuel,M,158143.0,11.971261289348282
4828,"Delhi, India",27-Dec-13,Platinum,Food,M,207467.0,12.242732389892776
4829,"Delhi, India",18-Nov-13,Silver,Bills,F,249325.0,12.426516556091265
4830,"Greater Mumbai, India",27-Nov-13,Gold,Fuel,F,3825.59,8.249729346161542
4831,"Greater Mumbai, India",5-Nov-14,Signature,Bills,F,222116.0,12.310959549051477
4832,"Bengaluru, India",23-Sep-14,Platinum,Bills,F,207727.0,12.243984810600034
4833,"Greater Mumbai, India",22-Sep-14,Signature,Bills,M,136662.0,11.825273320384177
4834,"Greater Mumbai, India",12-Dec-14,Platinum,Entertainment,F,86749.0,11.370785697809106
4835,"Delhi, India",20-Jan-15,Gold,Food,M,51412.0,10.847646337752757
4836,"Ahmedabad, India",28-Mar-15,Gold,Grocery,M,242667.0,12.399449533001112
4837,"Ahmedabad, India",16-Nov-13,Silver,Entertainment,F,101110.0,11.523974202255111
4838,"Delhi, India",4-Feb-14,Platinum,Fuel,F,78618.0,11.27236867948514
4839,"Greater Mumbai, India",21-Feb-14,Platinum,Food,M,280521.0,12.544407432241858
4840,"Greater Mumbai, India",22-Sep-14,Gold,Entertainment,F,93147.0,11.441944905053127
4841,"Ahmedabad, India",17-Feb-14,Gold,Food,M,282094.0,12.549999172621739
4842,"Bengaluru, India",13-Sep-14,Signature,Fuel,F,255815.0,12.452213715037082
4843,"Greater Mumbai, India",8-Jan-15,Silver,Entertainment,F,39195.0,10.576329979755709
4844,"Delhi, India",12-Sep-14,Gold,Fuel,F,117316.0,11.672634951676818
4845,"Delhi, India",16-Jan-15,Gold,Fuel,F,88930.0,11.395616067129744
4846,"Bengaluru, India",3-Nov-14,Platinum,Fuel,M,28865.0,10.27041971092751
4847,"Ahmedabad, India",19-Aug-14,Platinum,Grocery,M,272227.0,12.51439522944925
4848,"Ahmedabad, India",25-May-14,Platinum,Food,M,132373.0,11.793386528578667
4849,"Greater Mumbai, India",20-Jun-14,Signature,Fuel,M,139309.0,11.844456944700271
4850,"Bengaluru, India",3-Mar-14,Gold,Food,F,44328.0,10.699394369397588
4851,"Greater Mumbai, India",17-Feb-14,Gold,Entertainment,F,71398.0,11.176039142627355
4852,"Ahmedabad, India",22-Dec-13,Platinum,Grocery,F,198910.0,12.200612767485795
4853,"Ahmedabad, India",1-Nov-13,Platinum,Entertainment,F,89550.0,11.402563574372348
4854,"Greater Mumbai, India",5-Sep-14,Signature,Fuel,M,250356.0,12.430643178221997
4855,"Bengaluru, India",28-Dec-13,Gold,Grocery,F,29531.0,10.293229700179056
4856,"Bengaluru, India",1-Nov-14,Gold,Fuel,F,172440.0,12.05781042796279
4857,"Greater Mumbai, India",16-Nov-14,Gold,Food,M,228387.0,12.338801215979196
4858,"Delhi, India",22-Jan-15,Gold,Fuel,M,19193.0,9.862353009177573
4859,"Ahmedabad, India",7-Dec-13,Gold,Fuel,M,74175.0,11.214195926699423
4860,"Ahmedabad, India",13-Jan-14,Signature,Grocery,M,30857.0,10.337151315002972
4861,"Delhi, India",18-Jan-15,Platinum,Food,M,41731.0,10.63902349958786
4862,"Ahmedabad, India",1-Aug-14,Platinum,Entertainment,M,283211.0,12.553951012785353
4863,"Bengaluru, India",5-Nov-13,Platinum,Entertainment,M,111186.0,11.618968747489705
4864,"Greater Mumbai, India",21-Apr-14,Signature,Food,M,12614.0,9.442641861075158
4865,"Ahmedabad, India",12-Dec-13,Signature,Bills,F,92284.0,11.432636893741392
4866,"Ahmedabad, India",29-Oct-13,Signature,Entertainment,F,125517.0,11.740204453564228
4867,"Delhi, India",28-Oct-14,Platinum,Grocery,F,3825.59,8.249729346161542
4868,"Bengaluru, India",7-Jun-14,Signature,Grocery,F,115378.0,11.655977640759975
4869,"Greater Mumbai, India",11-Mar-14,Gold,Entertainment,M,200390.0,12.208025737004714
4870,"Greater Mumbai, India",17-Aug-14,Platinum,Entertainment,F,190575.0,12.157806344120683
4871,"Delhi, India",16-Feb-15,Gold,Entertainment,M,192587.0,12.168308471109157
4872,"Delhi, India",5-Apr-15,Gold,Food,F,240664.0,12.391161203975118
4873,"Delhi, India",24-Dec-14,Silver,Fuel,M,108860.0,11.5978271180566
4874,"Bengaluru, India",10-Mar-15,Silver,Food,M,19242.0,9.86490263722056
4875,"Greater Mumbai, India",2-Dec-13,Signature,Entertainment,M,120049.0,11.695663601649398
4876,"Ahmedabad, India",8-Jan-15,Platinum,Grocery,F,121893.0,11.710907093585304
4877,"Delhi, India",6-Feb-15,Silver,Bills,F,260347.0,12.469774476594955
4878,"Greater Mumbai, India",8-Aug-14,Gold,Bills,M,241478.0,12.394537791772088
4879,"Greater Mumbai, India",4-Mar-15,Gold,Bills,M,71949.0,11.183726712315513
4880,"Delhi, India",27-Jul-14,Silver,Food,F,170945.0,12.049102996139117
4881,"Delhi, India",22-Dec-13,Signature,Food,M,223891.0,12.318919071711793
4882,"Ahmedabad, India",29-Apr-14,Gold,Entertainment,M,245856.0,12.41250534508067
4883,"Greater Mumbai, India",11-Sep-14,Silver,Entertainment,F,82021.0,11.314742782945272
4884,"Greater Mumbai, India",22-Nov-14,Silver,Grocery,M,221221.0,12.306922001189267
4885,"Greater Mumbai, India",19-Mar-15,Gold,Food,F,284273.0,12.55769384076622
4886,"Greater Mumbai, India",10-Apr-15,Silver,Bills,M,54814.0,10.91171915810864
4887,"Greater Mumbai, India",16-Sep-14,Platinum,Grocery,F,219649.0,12.299790649403926
4888,"Greater Mumbai, India",10-Dec-14,Silver,Fuel,F,62964.0,11.050334295439947
4889,"Ahmedabad, India",1-Dec-13,Gold,Food,F,261391.0,12.47377647526629
4890,"Greater Mumbai, India",15-Mar-14,Platinum,Grocery,M,27395.0,10.218152296317795
4891,"Ahmedabad, India",16-May-15,Signature,Grocery,F,212709.0,12.267685014657696
4892,"Delhi, India",17-Mar-14,Silver,Grocery,F,294934.0,12.594510272060706
4893,"Ahmedabad, India",28-Jun-14,Silver,Entertainment,M,191608.0,12.163212116275833
4894,"Greater Mumbai, India",20-Mar-14,Gold,Entertainment,M,93385.0,11.444496720048246
4895,"Ahmedabad, India",16-May-14,Platinum,Fuel,M,43924.0,10.690238913055298
4896,"Greater Mumbai, India",30-Nov-14,Signature,Food,M,270596.0,12.508385908182868
4897,"Greater Mumbai, India",26-Apr-15,Platinum,Grocery,M,234231.0,12.364067356166393
4898,"Greater Mumbai, India",15-May-15,Silver,Entertainment,F,73287.0,11.202152163695045
4899,"Delhi, India",9-Jun-14,Silver,Entertainment,M,170609.0,12.047135528968955
4900,"Greater Mumbai, India",29-Nov-14,Platinum,Entertainment,F,35146.0,10.467294545090018
4901,"Ahmedabad, India",27-Apr-14,Silver,Food,M,93599.0,11.446785662465684
4902,"Bengaluru, India",6-Mar-14,Gold,Fuel,F,59344.0,10.991123150490605
4903,"Delhi, India",22-Aug-14,Gold,Grocery,F,178041.0,12.089774756497386
4904,"Delhi, India",23-Jun-14,Silver,Entertainment,F,60881.0,11.016692843507139
4905,"Delhi, India",18-Sep-14,Gold,Food,M,122674.0,11.717293860958105
4906,"Delhi, India",16-Feb-15,Silver,Fuel,F,293919.0,12.591062900448952
4907,"Delhi, India",19-Apr-14,Platinum,Food,M,90633.0,11.414584697570858
4908,"Delhi, India",15-Apr-14,Silver,Entertainment,M,105623.0,11.567640897159038
4909,"Delhi, India",11-May-14,Signature,Food,F,200092.0,12.206537537451178
4910,"Bengaluru, India",16-Jun-14,Gold,Fuel,M,164101.0,12.008243464694345
4911,"Delhi, India",28-Feb-15,Gold,Fuel,F,277295.0,12.532840806689157
4912,"Bengaluru, India",1-Nov-13,Gold,Grocery,F,250112.0,12.429668094723155
4913,"Delhi, India",8-Jan-15,Platinum,Food,M,130761.0,11.781134155918485
4914,"Greater Mumbai, India",16-Oct-13,Platinum,Fuel,M,36807.0,10.513470491835305
4915,"Bengaluru, India",20-Jun-14,Platinum,Bills,F,177903.0,12.088999357943031
4916,"Delhi, India",25-Sep-14,Silver,Fuel,M,223932.0,12.319102178952857
4917,"Delhi, India",7-Dec-14,Gold,Grocery,M,123862.0,11.726931395093288
4918,"Delhi, India",7-Feb-14,Platinum,Bills,M,280491.0,12.544300483039063
4919,"Delhi, India",4-Jan-14,Silver,Fuel,F,255777.0,12.4520651597371
4920,"Ahmedabad, India",2-Sep-14,Platinum,Grocery,M,96297.0,11.475202829138567
4921,"Greater Mumbai, India",27-Aug-14,Silver,Fuel,M,38697.0,10.563543198095873
4922,"Delhi, India",24-May-14,Silver,Bills,F,272424.0,12.515118625845087
4923,"Bengaluru, India",3-Jun-14,Platinum,Bills,M,40611.0,10.611818868421114
4924,"Bengaluru, India",26-Feb-15,Gold,Entertainment,F,256924.0,12.456539492493274
4925,"Delhi, India",15-Dec-13,Gold,Fuel,M,73518.0,11.205299155196041
4926,"Delhi, India",13-Dec-14,Signature,Bills,M,245045.0,12.409201227005122
4927,"Delhi, India",19-Mar-14,Signature,Food,F,65381.0,11.08800227020494
4928,"Ahmedabad, India",2-Nov-13,Signature,Grocery,F,247502.0,12.419177982129542
4929,"Bengaluru, India",30-Mar-15,Silver,Fuel,F,178209.0,12.090717909167145
4930,"Bengaluru, India",3-Nov-14,Gold,Grocery,M,298449.0,12.606357693596795
4931,"Delhi, India",9-Jun-14,Platinum,Food,M,242837.0,12.400149833334982
4932,"Ahmedabad, India",16-Jan-15,Signature,Entertainment,F,278868.0,12.538497416487694
4933,"Delhi, India",3-Aug-14,Gold,Bills,M,191799.0,12.164208441431475
4934,"Ahmedabad, India",2-May-14,Platinum,Bills,F,144913.0,11.883895741999009
4935,"Bengaluru, India",7-Dec-13,Platinum,Entertainment,M,177448.0,12.086438522668512
4936,"Delhi, India",13-Feb-15,Platinum,Entertainment,F,89855.0,11.405963667945429
4937,"Bengaluru, India",31-Jan-15,Gold,Food,F,55295.0,10.920455852163727
4938,"Greater Mumbai, India",18-Nov-14,Gold,Entertainment,F,190805.0,12.159012484042771
4939,"Ahmedabad, India",24-Oct-14,Silver,Grocery,F,47324.0,10.764793976077524
4940,"Greater Mumbai, India",28-Jun-14,Platinum,Food,M,257336.0,12.458141788941955
4941,"Ahmedabad, India",30-Oct-14,Signature,Grocery,F,202073.0,12.216389245932124
4942,"Ahmedabad, India",6-Oct-14,Signature,Entertainment,F,145357.0,11.886954944032084
4943,"Delhi, India",2-May-14,Platinum,Grocery,M,169172.0,12.038677138952815
4944,"Delhi, India",24-Nov-14,Gold,Bills,F,30953.0,10.340257510472705
4945,"Delhi, India",22-Apr-15,Platinum,Entertainment,M,250258.0,12.430251660566741
4946,"Ahmedabad, India",8-Sep-14,Platinum,Bills,F,149847.0,11.917376725975728
4947,"Greater Mumbai, India",8-Mar-14,Platinum,Bills,F,130409.0,11.778438612650948
4948,"Ahmedabad, India",7-Nov-14,Platinum,Bills,F,70170.0,11.158690399249249
4949,"Ahmedabad, India",29-Aug-14,Signature,Fuel,F,57415.0,10.958078289109908
4950,"Greater Mumbai, India",4-May-15,Silver,Grocery,M,50293.0,10.825641064678658
4951,"Ahmedabad, India",21-Aug-14,Platinum,Fuel,F,220119.0,12.301928131173694
4952,"Greater Mumbai, India",22-Jun-14,Silver,Grocery,M,288617.0,12.572859293439347
4953,"Delhi, India",27-May-14,Platinum,Fuel,M,240869.0,12.392012647846839
4954,"Ahmedabad, India",23-May-14,Signature,Food,M,287744.0,12.569829950238548
4955,"Ahmedabad, India",31-Aug-14,Signature,Bills,F,130845.0,11.781776338136817
4956,"Ahmedabad, India",24-Jan-15,Signature,Grocery,M,178220.0,12.0907796321935
4957,"Ahmedabad, India",8-Dec-14,Platinum,Grocery,F,127041.0,11.75227301943009
4958,"Delhi, India",19-Sep-14,Signature,Food,M,66725.0,11.108349961046898
4959,"Bengaluru, India",20-Feb-15,Gold,Fuel,M,228471.0,12.33916894351475
4960,"Ahmedabad, India",26-Apr-14,Platinum,Bills,M,134958.0,11.812726307589553
4961,"Delhi, India",13-Aug-14,Gold,Entertainment,M,240656.0,12.391127962195183
4962,"Greater Mumbai, India",3-Sep-14,Gold,Food,M,27506.0,10.22219579671801
4963,"Greater Mumbai, India",10-Jul-14,Signature,Grocery,F,71711.0,11.180413376600654
4964,"Delhi, India",26-Mar-15,Gold,Food,F,243426.0,12.402572381896187
4965,"Bengaluru, India",14-Mar-14,Signature,Grocery,M,24097.0,10.089884128483222
4966,"Delhi, India",28-Jan-15,Platinum,Entertainment,F,266618.0,12.493575952004269
4967,"Delhi, India",10-Nov-14,Signature,Food,M,261855.0,12.475550013327108
4968,"Delhi, India",9-Jan-15,Silver,Entertainment,M,216995.0,12.28763419917298
4969,"Ahmedabad, India",7-Jan-14,Platinum,Entertainment,F,137538.0,11.83166279223521
4970,"Ahmedabad, India",4-Oct-13,Silver,Entertainment,F,17168.0,9.750860711077213
4971,"Delhi, India",13-Dec-14,Gold,Bills,F,105312.0,11.564692147292028
4972,"Bengaluru, India",28-Sep-14,Silver,Grocery,F,259884.0,12.467994504458456
4973,"Greater Mumbai, India",22-Jan-15,Signature,Grocery,F,144410.0,11.880418679824839
4974,"Ahmedabad, India",10-Nov-13,Platinum,Fuel,M,45027.0,10.715039797474695
4975,"Delhi, India",5-Aug-14,Gold,Food,M,172168.0,12.056231831540837
4976,"Delhi, India",26-Feb-14,Signature,Food,F,270921.0,12.509586235554655
4977,"Bengaluru, India",7-Apr-14,Signature,Bills,F,57907.0,10.966610823273934
4978,"Delhi, India",20-Oct-13,Gold,Fuel,M,218541.0,12.29473349472558
4979,"Bengaluru, India",15-Nov-14,Platinum,Fuel,M,189598.0,12.152666594527545
4980,"Greater Mumbai, India",26-May-14,Gold,Entertainment,M,64509.0,11.074575529526287
4981,"Delhi, India",16-May-15,Signature,Bills,M,96674.0,11.479110116475498
4982,"Ahmedabad, India",30-Oct-14,Platinum,Grocery,M,3825.59,8.249729346161542
4983,"Greater Mumbai, India",1-Oct-14,Gold,Grocery,F,3825.59,8.249729346161542
4984,"Ahmedabad, India",27-Apr-15,Gold,Food,M,203247.0,12.222182187263241
4985,"Greater Mumbai, India",13-Mar-15,Gold,Entertainment,M,149575.0,11.91555990384511
4986,"Ahmedabad, India",2-Aug-14,Platinum,Bills,F,223853.0,12.31874933261824
4987,"Delhi, India",4-Mar-15,Platinum,Entertainment,F,95386.0,11.465697579807188
4988,"Ahmedabad, India",14-Oct-13,Signature,Fuel,M,237189.0,12.376616786700993
4989,"Greater Mumbai, India",11-Feb-14,Gold,Entertainment,F,259064.0,12.46483427444613
4990,"Greater Mumbai, India",2-May-14,Silver,Entertainment,F,35528.0,10.478104543389605
4991,"Greater Mumbai, India",24-May-15,Signature,Entertainment,F,162669.0,11.9994788877605
4992,"Delhi, India",23-Aug-14,Silver,Entertainment,M,9645.0,9.174298600628918
4993,"Bengaluru, India",7-Nov-13,Silver,Grocery,M,233078.0,12.359132730875402
4994,"Bengaluru, India",7-Nov-14,Silver,Grocery,F,189477.0,12.152028201778267
4995,"Bengaluru, India",23-Mar-15,Silver,Grocery,M,8292.0,9.023167064451204
4996,"Greater Mumbai, India",21-Jan-14,Platinum,Food,F,265978.0,12.491172637278908
4997,"Bengaluru, India",29-Jun-14,Signature,Bills,M,221562.0,12.308462252405615
4998,"Bengaluru, India",26-Jan-14,Silver,Bills,F,287543.0,12.569131170987845
4999,"Greater Mumbai, India",2-Oct-14,Signature,Food,M,126063.0,11.74454499348547
5000,"Bengaluru, India",29-Nov-13,Silver,Entertainment,M,76361.0,11.243240469220103
5001,"Ahmedabad, India",9-Mar-14,Platinum,Entertainment,F,138749.0,11.84042903160868
5002,"Delhi, India",10-Dec-13,Platinum,Bills,M,142276.0,11.865531140655952
5003,"Greater Mumbai, India",17-Apr-14,Platinum,Entertainment,M,29971.0,10.3080188914842
5004,"Bengaluru, India",22-May-14,Silver,Bills,F,45639.0,10.728539803976012
5005,"Ahmedabad, India",7-Feb-15,Gold,Fuel,F,284056.0,12.556930201230296
5006,"Bengaluru, India",3-Sep-14,Signature,Food,M,174570.0,12.070086814663535
5007,"Greater Mumbai, India",14-Oct-14,Gold,Food,F,200073.0,12.206442577097054
5008,"Ahmedabad, India",18-Dec-14,Platinum,Fuel,M,67531.0,11.120356838597084
5009,"Delhi, India",20-Jun-14,Silver,Fuel,M,3825.59,8.249729346161542
5010,"Delhi, India",22-Feb-15,Signature,Entertainment,F,251907.0,12.436819220470786
5011,"Delhi, India",1-Apr-14,Signature,Fuel,F,32975.0,10.40353530313024
5012,"Bengaluru, India",7-Jan-15,Gold,Bills,F,291275.0,12.582026550263949
5013,"Bengaluru, India",29-Apr-15,Signature,Food,M,40861.0,10.617955814799757
5014,"Ahmedabad, India",15-Jan-14,Signature,Bills,M,239456.0,12.386129139003932
5015,"Delhi, India",6-Feb-14,Platinum,Grocery,M,127893.0,11.758957074816822
5016,"Delhi, India",2-Jan-15,Signature,Food,F,154073.0,11.94518828546377
5017,"Greater Mumbai, India",30-Oct-13,Silver,Entertainment,M,38504.0,10.558543381973351
5018,"Greater Mumbai, India",20-Nov-13,Gold,Entertainment,F,64282.0,11.071050489577583
5019,"Greater Mumbai, India",11-Mar-14,Platinum,Fuel,F,164200.0,12.008846566115903
5020,"Ahmedabad, India",17-Dec-13,Gold,Bills,M,3825.59,8.249729346161542
5021,"Delhi, India",7-Feb-15,Gold,Entertainment,F,255680.0,12.451685852691321
5022,"Greater Mumbai, India",23-Nov-14,Gold,Food,M,200007.0,12.206112644730196
5023,"Bengaluru, India",10-Mar-15,Gold,Fuel,M,173553.0,12.064244069137265
5024,"Greater Mumbai, India",13-Feb-14,Signature,Bills,F,264936.0,12.487247340855657
5025,"Delhi, India",27-Mar-15,Platinum,Bills,F,33272.0,10.41250153627285
5026,"Bengaluru, India",27-Dec-14,Signature,Fuel,M,78442.0,11.270127525371894
5027,"Delhi, India",13-Jul-14,Silver,Grocery,F,129130.0,11.76858267194453
5028,"Ahmedabad, India",15-May-14,Signature,Grocery,F,296168.0,12.598685516324519
5029,"Greater Mumbai, India",23-Nov-13,Platinum,Food,M,58915.0,10.983867979609434
5030,"Delhi, India",1-Nov-13,Silver,Entertainment,F,254156.0,12.445707465285444
5031,"Ahmedabad, India",9-Oct-13,Signature,Food,F,20408.0,9.92373125901317
5032,"Bengaluru, India",25-May-15,Platinum,Fuel,M,167042.0,12.02600654328525
5033,"Ahmedabad, India",15-Sep-14,Gold,Bills,M,173818.0,12.065769806897006
5034,"Delhi, India",19-May-14,Platinum,Entertainment,F,242394.0,12.398323905901849
5035,"Delhi, India",22-Dec-13,Signature,Grocery,F,32441.0,10.38720915861006
5036,"Bengaluru, India",18-Nov-13,Gold,Bills,F,242288.0,12.397886507507472
5037,"Ahmedabad, India",27-Jun-14,Gold,Bills,M,47509.0,10.768695494180967
5038,"Ahmedabad, India",4-Dec-13,Silver,Grocery,F,83531.0,11.332985070956667
5039,"Delhi, India",16-Jan-15,Platinum,Bills,M,200728.0,12.209711018616193
5040,"Bengaluru, India",8-Sep-14,Signature,Entertainment,M,78691.0,11.273296777396157
5041,"Bengaluru, India",2-Feb-15,Signature,Entertainment,F,88156.0,11.386874594769628
5042,"Delhi, India",24-Dec-13,Signature,Grocery,F,142698.0,11.868492795731894
5043,"Bengaluru, India",12-Feb-15,Gold,Food,M,297842.0,12.604321781018031
5044,"Bengaluru, India",7-Mar-15,Platinum,Entertainment,M,233099.0,12.35922282502385
5045,"Greater Mumbai, India",3-Feb-15,Signature,Grocery,M,11516.0,9.351579483668907
5046,"Ahmedabad, India",21-Sep-14,Gold,Grocery,F,38521.0,10.558984785644167
5047,"Greater Mumbai, India",6-Dec-14,Platinum,Fuel,F,205539.0,12.233395941179063
5048,"Delhi, India",4-Oct-14,Gold,Grocery,F,11379.0,9.339612707680322
5049,"Greater Mumbai, India",25-Dec-13,Signature,Fuel,F,262459.0,12.477853968450278
5050,"Delhi, India",23-Jan-15,Platinum,Entertainment,F,163604.0,12.005210265030954
5051,"Delhi, India",31-Jul-14,Silver,Fuel,F,236202.0,12.372446883765504
5052,"Delhi, India",4-Jul-14,Signature,Bills,F,229937.0,12.345564986348707
5053,"Delhi, India",10-Dec-14,Signature,Bills,F,263528.0,12.48191869783373
5054,"Bengaluru, India",4-Nov-14,Signature,Grocery,M,177198.0,12.085028673796335
5055,"Ahmedabad, India",8-Jan-15,Gold,Bills,M,245460.0,12.410893354126742
5056,"Greater Mumbai, India",12-Jan-15,Signature,Entertainment,M,203309.0,12.222487186798269
5057,"Bengaluru, India",11-Oct-13,Signature,Bills,F,182330.0,12.113578995579172
5058,"Ahmedabad, India",16-Dec-14,Gold,Food,F,274624.0,12.523161809686911
5059,"Delhi, India",26-Apr-15,Gold,Food,F,223541.0,12.317354594844197
5060,"Ahmedabad, India",4-Mar-15,Platinum,Food,M,175059.0,12.07288405128643
5061,"Greater Mumbai, India",15-Apr-15,Signature,Grocery,M,68618.0,11.13632474329547
5062,"Ahmedabad, India",18-Jul-14,Signature,Food,M,101495.0,11.527774667820434
5063,"Delhi, India",11-Nov-13,Gold,Fuel,M,258034.0,12.460850513617645
5064,"Greater Mumbai, India",8-Dec-13,Gold,Grocery,M,93823.0,11.449175965806269
5065,"Greater Mumbai, India",31-Dec-13,Platinum,Food,M,256335.0,12.454244362886495
5066,"Ahmedabad, India",12-Dec-14,Platinum,Fuel,M,43230.0,10.674313109478335
5067,"Greater Mumbai, India",8-Dec-13,Gold,Food,F,27156.0,10.209390119018103
5068,"Delhi, India",11-Aug-14,Platinum,Entertainment,M,263221.0,12.480753061566272
5069,"Delhi, India",15-Oct-13,Platinum,Grocery,M,137925.0,11.834472588431549
5070,"Greater Mumbai, India",7-Jan-14,Gold,Food,M,63211.0,11.054249435528995
5071,"Delhi, India",20-Jan-14,Gold,Grocery,M,54337.0,10.902979077003044
5072,"Delhi, India",14-Oct-13,Silver,Bills,M,185861.0,12.132759741841124
5073,"Greater Mumbai, India",6-May-15,Gold,Bills,F,92895.0,11.439235866824356
5074,"Greater Mumbai, India",2-Jul-14,Silver,Entertainment,F,225595.0,12.3265010679524
5075,"Delhi, India",28-Jan-14,Signature,Entertainment,F,114523.0,11.648539686998856
5076,"Greater Mumbai, India",10-Jan-15,Silver,Bills,M,67576.0,11.121022967451031
5077,"Delhi, India",15-Apr-15,Signature,Fuel,M,69333.0,11.146690685353732
5078,"Greater Mumbai, India",28-Aug-14,Silver,Grocery,F,124896.0,11.735244676609831
5079,"Bengaluru, India",8-Feb-14,Silver,Bills,F,92794.0,11.438148038012406
5080,"Greater Mumbai, India",8-Feb-14,Gold,Fuel,M,130982.0,11.782822822769939
5081,"Delhi, India",5-Apr-15,Signature,Grocery,M,116802.0,11.668244033977919
5082,"Greater Mumbai, India",16-Apr-15,Gold,Grocery,M,181921.0,12.11133330276738
5083,"Delhi, India",19-Jul-14,Signature,Bills,M,248399.0,12.422795629041461
5084,"Greater Mumbai, India",19-Feb-14,Silver,Entertainment,M,278038.0,12.53551667060315
5085,"Bengaluru, India",21-Oct-13,Gold,Fuel,F,150431.0,11.921266433823858
5086,"Ahmedabad, India",4-Jan-15,Silver,Grocery,F,69556.0,11.149901839303553
5087,"Bengaluru, India",3-Feb-15,Platinum,Bills,F,298870.0,12.607767321149527
5088,"Greater Mumbai, India",2-Jun-14,Gold,Grocery,F,4732.0,8.462314529906248
5089,"Bengaluru, India",13-Nov-14,Silver,Fuel,M,263803.0,12.482961682152668
5090,"Bengaluru, India",27-Sep-14,Silver,Bills,F,168736.0,12.036096568730235
5091,"Ahmedabad, India",19-Dec-13,Silver,Food,F,15694.0,9.661097469276054
5092,"Bengaluru, India",19-Mar-15,Silver,Bills,F,153334.0,11.940380349303313
5093,"Greater Mumbai, India",1-Dec-13,Gold,Entertainment,M,129822.0,11.773927263240497
5094,"Ahmedabad, India",21-May-14,Silver,Bills,F,216543.0,12.285549039031952
5095,"Delhi, India",6-Dec-14,Gold,Fuel,M,296286.0,12.599083858147575
5096,"Ahmedabad, India",7-Jan-14,Gold,Food,M,263785.0,12.4828934473491
5097,"Greater Mumbai, India",3-Mar-14,Signature,Food,F,149618.0,11.91584734180561
5098,"Greater Mumbai, India",20-Feb-15,Silver,Bills,M,229431.0,12.34336196828202
5099,"Bengaluru, India",27-Feb-14,Platinum,Grocery,M,148330.0,11.907201542019466
5100,"Bengaluru, India",15-Apr-14,Silver,Entertainment,M,249348.0,12.426608800539116
5101,"Greater Mumbai, India",6-May-14,Gold,Bills,M,169990.0,12.043500773454495
5102,"Bengaluru, India",30-Sep-14,Silver,Entertainment,M,109721.0,11.605705173102688
